id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,roi.times,roi.currency,roi.percentage,is_roi_missing,price_spread_percentage,volume_mcap_ratio,is_suspicious,log_volume,log_mcap,ai_prediction,risk_score
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,-0.06337927223922561,183866957080.0,-0.8725274720950643,189332628953,69806113533,1.0,0.999714,-0.000122425805710757,-0.01224,-101553129.80718994,-0.0552,183909539098.507,189376476775.1362,1000000000.0,1.32,-24.43397,2018-07-24T00:00:00.000Z,0.572521,74.63301,2015-03-02T00:00:00.000Z,,2026-03-09T13:16:41.948Z,0.004648615771190747,-0.012243017334623584,0.008349857939336023,0.7354250522657468,,73.54250522657468,1,-0.47040313433978487,0.3796555653131731,0,5.429520873186052,2.1904583239366087,0,1.2570254e-06
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,-0.061985598208371406,1365007270221.0,-0.8781380039509188,1365007270221,44416148484,68455.0,65727.0,1388.97,2.07254,19846948342.0,1.47543,19999906.0,19999906.0,21000000.0,126080.0,-45.74311,2025-10-06T18:57:42.558Z,67.81,100781.92371,2013-07-06T00:00:00.000Z,,2026-03-09T13:16:50.872Z,0.7636307132554199,2.0725383480504798,3.1184173018285852,0.7354250522657468,,73.54250522657468,1,-0.2666563142866779,0.03253912960974656,0,5.101327682365952,2.8173101685229187,0,8.670522e-08
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,-0.06333837087987322,241765568704.0,-0.8753327380229916,241765568704,21159495302,2015.99,1922.33,74.81,3.86855,7442447511.0,3.17615,120692044.8350994,120692044.8350994,1000000000.0,4946.05,-59.3904,2025-08-24T19:21:03.333Z,0.432979,463795.68431,2015-10-20T00:00:00.000Z,,2026-03-09T13:16:50.820Z,0.6056921783729663,3.8685457281455236,3.1433068676795717,38.244991379699215,btc,3824.4991379699213,1,-0.23098184944728364,0.08752071444804703,0,4.56306178566223,2.2760593072015847,0,2.9346353e-07
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/USDC.png?1769615602,-0.06337927223755499,77203193297.0,-0.8641116743112827,77237728300,8899832749,1.0,0.999811,-0.00010500663736257,-0.0105,-46759665.44177246,-0.06053,77210657099.93465,77245195441.66716,1000000000.0,1.043,-4.16559,2018-11-15T00:00:00.000Z,0.877647,13.94086,2023-03-11T08:02:13.981Z,,2026-03-09T13:16:41.808Z,-0.006364984159147656,-0.010500354112961135,0.0022946400975755376,0.7354250522657468,,73.54250522657468,1,-0.470882837037273,0.11527803927289826,0,3.9343908051015686,1.9191142156661987,0,1.1156144e-06
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,-0.06337757511811487,47993924900.0,-0.8613064083833554,47993938214,3562116690,84.43,81.03,2.28,2.78097,1062455827.0,2.26385,570797032.0822291,570797190.4214885,1000000000.0,293.31,-71.25834,2025-01-19T11:15:27.957Z,0.500801,16733.57152,2020-05-11T19:35:23.449Z,,2026-03-09T13:16:41.708Z,0.7701806831781346,2.7809691677654325,0.4553098295447698,0.7354250522657468,,73.54250522657468,1,-0.26440844306059813,0.07422015801682808,0,3.269699703113962,1.7704715722498556,0,7.7016347e-07
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,-0.06337926490152351,82962391211.0,-0.8669169402392098,135478467438,2380404785,1.36,1.33,0.01017481,0.75468,245738637.0,0.29708,61227832454.0,99985701766.0,100000000000.0,3.65,-62.7463,2025-07-18T03:40:53.808Z,0.00268621,50469.85283,2014-05-22T00:00:00.000Z,,2026-03-09T13:16:41.721Z,0.5411599758830413,0.7546760821364937,0.7504458184820836,0.7354250522657468,,73.54250522657468,1,-0.360320108858767,0.028692576843851736,0,2.9771004008651683,1.9416112375824757,0,3.527172e-07
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,-0.06337927224890307,4610429724.0,-0.8192274194644469,4610429724,1699058793,1.0,0.998838,-0.000480845504188143,-0.04809,8330644.0,0.18102,4612475989.237922,4612475989.237922,1000000000.0,1.025,-2.47381,2025-05-12T12:36:39.412Z,0.989633,0.99441,2025-10-01T08:51:32.103Z,,2026-03-09T13:16:52.266Z,-0.00588452872743072,-0.048091849297989694,0.0020352267367767327,0.7354250522657468,,73.54250522657468,1,-0.46606675380063134,0.3685250387370344,0,2.7323294631960904,1.0379143972057256,0,1.305604e-05
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,-0.06337929075341679,13932361295.0,-0.8528906105995737,13932499406,1146495922,0.091425,0.088006,0.00244418,2.75673,303705864.0,2.22844,153334986383.7052,153336506383.7052,1000000000.0,0.731578,-87.5466,2021-05-08T05:08:23.458Z,8.69e-05,104735.87753,2015-05-06T00:00:00.000Z,,2026-03-09T13:16:52.046Z,0.6917866205269682,2.756729486495068,-0.7882509349288431,0.7354250522657468,,73.54250522657468,1,-0.27978201144449966,0.08229013715924526,0,2.446786071826875,1.3837169135948797,0,1.9004118e-06
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,-0.06336639919951328,86162308795.0,-0.8697222061671371,86162308795,869666217,633.19,609.71,17.18,2.78991,1813058092.0,2.14947,136358383.7,136358383.7,200000000.0,1369.99,-53.80641,2025-10-13T08:41:24.131Z,0.0398177,1589264.22965,2017-10-19T00:00:00.000Z,,2026-03-09T13:16:50.981Z,0.6917319723923682,2.789906213824721,1.7532398890429433,0.7354250522657468,,73.54250522657468,1,-0.28146023320153724,0.0100933485784259,0,2.2461789696606043,1.9534451550482512,0,3.2099192e-07
tether-gold,xaut,Tether Gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,-0.06327618770612461,2858206083.0,-0.78556422832932,3608507603,666099621,5141.45,5010.19,-78.45292267432069,-1.52657,-42673647.22913313,-1.47106,564548.641693,712747.089,1000000000.0,5504.62,-8.03542,2026-01-29T00:00:00.000Z,1447.84,249.64448,2020-03-19T13:45:41.821Z,,2026-03-09T13:16:52.092Z,-0.07033993787919621,-1.5265665566044053,-5.732748029401494,0.7354250522657468,,73.54250522657468,1,-0.34231648866702363,0.2330481432842685,0,2.0526028175643733,0.8884085704993365,0,1.4285054e-05
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,-0.06337928679872462,27009986904.0,-0.8585011424554282,27009995204,596661617,0.290768,0.284588,-0.001406430807608383,-0.49069,-181517593.65427017,-0.66755,94745887859.36589,94745916976.8886,1000000000.0,0.431288,-33.86903,2024-12-04T00:10:40.323Z,0.00180434,15707.15901,2017-11-12T00:00:00.000Z,,2026-03-09T13:16:51.987Z,0.1889385158677013,-0.4906925700447126,1.3107910037508033,149.11323753293837,usd,14911.323753293836,1,-0.364476158088521,0.02209040748885176,0,1.9726890515193076,1.5907157753715482,0,1.1040693e-06
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,-0.06337928738862081,9418761995.0,-0.844474812815792,11509129099,482779023,0.258153,0.247682,0.00342129,1.35315,68634649.0,0.73405,36826790816.19858,45000000000.0,45000000000.0,3.09,-91.69847,2021-09-02T06:00:10.474Z,0.01925275,1231.03579,2020-03-13T02:22:55.044Z,,2026-03-09T13:16:54.726Z,0.6020585862759162,1.3531471356175908,-5.431031494349271,0.7354250522657468,,73.54250522657468,1,-0.26284538092043,0.05125716343666276,0,1.8189497075829277,1.261295183969963,0,2.3954935e-06
pax-gold,paxg,PAX Gold,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,-0.06327536461413391,2536315044.0,-0.7771484305455383,2536315044,477719134,5176.47,5050.21,-71.16716613518292,-1.37593,-34489501.38713598,-1.34158,497074.037,497074.037,1000000000.0,5619.09,-9.18758,2026-01-29T06:30:56.612Z,1399.64,264.58136,2019-11-18T03:09:35.959Z,,2026-03-09T13:16:52.098Z,-0.05680556060184457,-1.3759309277690888,-5.806352305042994,0.7354250522657468,,73.54250522657468,1,-0.3482366028064652,0.1883516540824683,0,1.811301568637101,0.8510476840182651,0,1.8578703e-05
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,-0.06337927393377643,3555744179.0,-0.7995905579689562,9117328562,431162537,0.916472,0.873515,0.02401721,2.69055,53220403.0,1.51949,3899984688.415443,10000000000.0,10000000000.0,5.35,-82.85502,2025-01-04T22:56:18.063Z,0.364846,151.24776,2023-10-19T10:40:30.078Z,,2026-03-09T13:16:52.656Z,0.9279620010705912,2.6905491273510505,2.952990486627968,0.7354250522657468,,73.54250522657468,1,-0.2287325129969164,0.1212580307169342,0,1.7368692646193526,0.9566908965709001,0,1.1740932e-05
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/Chainlink_Logo_500.png?1760023405,-0.0633791123035282,6244427603.0,-0.8304484831761558,8818567806,342367224,8.85,8.46,0.236364,2.74504,122300848.0,1.99769,708099970.4525867,1000000000.0,1000000000.0,52.7,-83.21147,2021-05-10T00:13:57.214Z,0.148183,5870.30164,2017-11-29T00:00:00.000Z,,2026-03-09T13:16:52.239Z,0.7058017549140122,2.7450441670735635,2.125729448222694,0.7354250522657468,,73.54250522657468,1,-0.24394661697354464,0.054827639250824116,0,1.5694756443957631,1.1327748769128692,0,7.482995e-06
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,-0.0633792926095037,1381160686.0,-0.726653643842848,1381160686,301225247,3.31e-06,3.14e-06,7.6272e-08,2.36997,23034882.0,1.69608,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-88.24554,2024-12-09T16:30:35.828Z,5.5142e-08,5874.64348,2023-04-18T02:14:41.591Z,,2026-03-09T13:16:52.250Z,0.5127356383057724,2.3699666653619955,-5.163035524872934,0.7354250522657468,,73.54250522657468,1,-0.20428564233999028,0.21809572907428112,0,1.4765417520475856,0.660998022152984,0,5.6980232e-05
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,-0.06337910598772332,3941270180.0,-0.8023958238968835,4230349811,297957909,9.25,8.75,0.245897,2.75995,79465949.0,2.05774,431771961.1772119,463441061.1772119,720000000.0,144.96,-93.70253,2021-11-21T14:18:56.538Z,2.8,225.90804,2020-12-31T13:15:21.540Z,,2026-03-09T13:16:52.156Z,0.625753697044774,2.759946354689609,2.248714410755177,0.7354250522657468,,73.54250522657468,1,-0.1893578283998497,0.07559946294379659,0,1.4686250177446531,0.9888788630317258,0,2.4377941e-05
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,-0.06337819528940687,4131020398.0,-0.8080063557527379,4131020398,282808491,53.86,52.2,0.448108,0.83902,8872314.0,0.21524,76931445.73347135,76931445.73347135,84000000.0,410.26,-86.922,2021-05-10T03:13:07.904Z,1.15,4570.24679,2015-01-14T00:00:00.000Z,,2026-03-09T13:16:52.404Z,0.7281756898448072,0.8390151072543264,0.9537553637423849,0.7354250522657468,,73.54250522657468,1,-0.31462479328342374,0.06845971786255516,0,1.4307458615310955,1.0035820153482562,0,2.6834514e-05
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,-0.06337712588102587,1609550618.0,-0.7406799734824842,1696198672,273273538,108.66,104.51,-0.8238926013031147,-0.76876,-24785068.071512938,-1.51652,15182661.275023017,16000000.0,16000000.0,661.69,-83.98287,2021-05-18T21:19:59.514Z,26.02,307.26726,2020-11-05T09:20:11.928Z,,2026-03-09T13:16:52.297Z,0.06497882557469879,-0.7687645691406815,-6.76635306081173,0.7354250522657468,,73.54250522657468,1,-0.2755334919464616,0.16978250623132468,0,1.405849862337019,0.7088493285135068,0,7.594398e-05
quq,quq,Quq,https://coin-images.coingecko.com/coins/images/54945/large/quq.jpg?1742635780,-0.06337929256884539,1998055.0,5.666547405903326,1998055,258585106,0.00200262,0.00199305,-1.49752993221e-07,-0.00749,-1320.8319245870225,-0.06606,1000000000.0,1000000000.0,1000000000.0,0.00873474,-77.10112,2025-03-22T09:30:48.536Z,2.89e-06,69101.44207,2025-10-15T02:42:44.960Z,,2026-03-09T13:15:07.405Z,-0.1280728925873691,-0.007491099865144278,5.188187444115779,0.7354250522657468,,73.54250522657468,1,-0.4480823355513524,129.41834763390014,1,1.3657450062646783,-1.383531574009142,1,1.0
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,-0.06337864065551868,7583908571.0,-0.8360590150320103,30613455475,252105895,31.97,30.14,1.78,5.88727,360054919.0,4.98425,238385315.9541414,962274028.9541414,1000000000.0,59.3,-46.04317,2025-09-18T03:30:30.650Z,3.81,740.13003,2024-11-29T09:30:30.871Z,,2026-03-09T13:16:51.857Z,0.6828282221775995,5.887268336725732,4.316817690590315,0.7354250522657468,,73.54250522657468,1,-0.17169240016486736,0.0332422117970649,0,1.3473247987368155,1.1935429444458643,0,1.1988999e-05
zcash,zec,Zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,-0.06337502883007033,3454055369.0,-0.796785292041029,3454384875,228562058,209.09,196.22,12.04,6.1053,168130464.0,5.11669,16591840.7905448,16593423.6030448,21000000.0,3191.93,-93.44348,2016-10-29T00:00:00.000Z,16.08,1201.47854,2024-07-05T04:22:29.321Z,,2026-03-09T13:16:52.081Z,1.275406390866317,6.105301961046278,-1.8178534463049294,0.7354250522657468,,73.54250522657468,1,-0.14760502299056538,0.0661720886078326,0,1.2761564235025802,0.9476180621664273,0,1.8244396e-05
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,-0.06337927224914755,5929750958.0,-0.8276432172482285,5929750958,200421164,0.999721,0.998946,0.00012085,0.01209,-9084744.434384346,-0.15297,5933477294.891216,5933477294.891216,1000000000.0,1.034,-3.36461,2025-12-09T17:10:12.652Z,0.929486,7.50382,2024-10-04T07:57:15.809Z,,2026-03-09T13:16:52.644Z,0.00694890688151753,0.012093956669395492,0.006140923157069248,0.7354250522657468,,73.54250522657468,1,-0.4679823503114493,0.033799254873563736,0,1.1807826420417664,1.1166064956423718,0,1.3096619e-05
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,-0.06337008599967761,9022551695.0,-0.8416695468878648,9022551695,194222416,452.38,442.23,4.32,0.96444,34835148.0,0.38759,20004918.64665078,20004918.64665078,21000000.0,3785.82,-88.06364,2017-12-20T00:00:00.000Z,76.93,487.36637,2018-12-16T00:00:00.000Z,,2026-03-09T13:16:52.085Z,0.46394457869537353,0.9644408939818825,2.2829640462712053,0.7354250522657468,,73.54250522657468,1,-0.35836530135043243,0.021526328974773877,0,1.1579770182757263,1.2478568418314049,0,7.914351e-06
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,-0.0633792673463512,1602087651.0,-0.737874707554557,1602087927,193467128,1.26,1.2,0.01028791,0.83464,3412669.0,0.21347,1289720243.0,1289720465.0,1000000000.0,20.44,-93.92323,2022-01-16T22:09:45.873Z,0.526762,135.77575,2020-11-04T16:09:15.137Z,,2026-03-09T13:16:52.501Z,1.0964785416645635,0.8346442964583909,2.253250867497357,0.7354250522657468,,73.54250522657468,1,-0.2246652560489627,0.12075939026087694,0,1.1551486474917456,0.707396110979414,0,5.8359023e-05
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,-0.0633792139676132,2434545006.0,-0.7715378986896838,3451900718,190873711,3.86,3.63,0.143488,3.85928,66364245.0,2.80233,633561603.6037512,898316420.0366304,1000000000.0,44.92,-91.44523,2021-05-03T05:25:04.822Z,1.03,273.00953,2020-09-17T01:20:38.214Z,,2026-03-09T13:16:52.339Z,1.2946405662488885,3.8592755983939036,2.166805520310085,0.7354250522657468,,73.54250522657468,1,-0.15862188607853914,0.07840221086535042,0,1.1453521753559812,0.8382422577047725,0,0.00011857457
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,-0.06337532872893427,1865526348.0,-0.7547063031221204,4081905709,190137125,198.04,174.32,18.57,10.55081,169301586.0,9.98108,9597491.0,21000000.0,21000000.0,757.6,-74.34695,2024-03-07T18:45:36.466Z,30.83,530.38919,2023-05-14T08:57:53.732Z,,2026-03-09T13:16:52.326Z,-0.5161858553167996,10.550811777803494,9.724578099811968,0.7354250522657468,,73.54250522657468,1,0.2007900554071442,0.10192143632917404,0,1.1425454884373683,0.7549987902413074,0,0.00020082746
usd-coinvertible,usdcv,USD CoinVertible,https://coin-images.coingecko.com/coins/images/69726/large/usd-coinvertible.png?1759401966,-0.06337927223600659,24423567.0,1.1612903256521825,24423567,189361329,1.001,0.998406,0.0010095,0.10103,-3260.6634087637067,-0.01335,24431450.0,24431450.0,1000000000.0,1.13,-11.73848,2025-10-10T21:26:30.938Z,0.978779,2.13796,2025-10-10T21:17:49.442Z,,2026-03-09T13:16:48.361Z,0.04824606480792684,0.10103443205196408,0.06644925985498491,0.7354250522657468,,73.54250522657468,1,-0.45897453153158424,7.753221355700363,1,1.139577614660304,-0.6007498665980652,1,0.9957318
bitway,btw,Bitway,https://coin-images.coingecko.com/coins/images/71205/large/bitway.png?1766388722,-0.06337929206146134,58344933.0,0.24677363314790324,265204239,173237723,0.02686468,0.01669236,0.01017294,60.80643,21555872.0,58.59316,2200000000.0,10000000000.0,10000000000.0,0.0261048,0.47182,2026-03-09T03:00:15.286Z,0.00911805,187.64889,2026-03-03T14:55:24.257Z,,2026-03-09T13:16:45.995Z,5.129336069092223,60.80642615449442,0.03009419516673812,0.7354250522657468,,73.54250522657468,1,2.540469814873385,2.9691990567681508,0,1.0749780937350308,-0.32845131698263,0,0.07850673
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,-0.06337927225261104,372983881.0,-0.5583376881672137,372983881,165386275,0.999375,0.998737,0.00028436,0.02847,23095.0,0.00619,373318544.3442319,373318544.3442319,1000000000.0,1.15,-13.22604,2025-02-03T02:30:49.959Z,0.940377,6.24002,2024-12-05T22:30:51.394Z,,2026-03-09T13:16:53.305Z,0.0083819382107547,0.02846719272014922,-0.06322984956542745,0.7354250522657468,,73.54250522657468,1,-0.46865960064326706,0.4434139998575059,0,1.0413101055118117,0.2516407850604773,0,0.013921305
block-street,bsb,Block Street,https://coin-images.coingecko.com/coins/images/102172257/large/bsb_400x400.jpg?1772553610,-0.0633792893378208,33462067.0,0.7573320320306604,161068915,161391976,0.166324,0.12678,0.02548155,18.86033,5703899.0,20.54854,207750000.0,1000000000.0,1000000000.0,0.166324,-2.63017,2026-03-09T12:00:31.388Z,0.108529,49.22193,2026-03-05T16:50:11.228Z,,2026-03-09T13:16:46.876Z,-0.794934352869206,18.860330148348474,0.03009419516673812,0.7354250522657468,,73.54250522657468,1,1.0699682554621384,4.823132150708677,1,1.0235634567361067,-0.5022948457618727,1,0.98546195
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.jpg?1766533446,-0.06337926225296017,2482135569.0,-0.7743431646176111,2482135569,152080905,1.51,1.44,0.02212481,1.50632,17423135.0,0.7069,1672876455.393638,1672876455.393638,2100000000.0,54.98,-97.30727,2021-11-04T14:10:09.301Z,1.15,28.69996,2026-02-06T00:25:45.413Z,,2026-03-09T13:16:52.702Z,1.0987383381837694,1.506322713546145,-1.7212903424561066,0.7354250522657468,,73.54250522657468,1,-0.23153058913009178,0.061270184770769794,0,0.98042796742086,0.8442957690794771,0,0.008460831
kite-2,kite,Kite,https://coin-images.coingecko.com/coins/images/70426/large/KITE-ICON.png?1762328605,-0.06337928688015776,504490519.0,-0.6060272089419768,2802725106,148688204,0.318927,0.276786,-0.016928442823206713,-5.6779,-29798881.600194216,-5.57729,1800000000.0,10000000000.0,10000000000.0,0.319747,-12.5671,2026-03-06T10:30:09.941Z,0.061819,352.22796,2025-11-04T08:21:02.065Z,,2026-03-09T13:16:52.624Z,0.31657356915981283,-5.677902173443941,18.95752429369308,0.7354250522657468,,73.54250522657468,1,0.28076648590992614,0.29472943118931155,0,0.9640508269378081,0.34607770259405524,0,0.008642402
lydia-coin,usad,Lydia Coin,https://coin-images.coingecko.com/coins/images/70435/large/20251030_012056.jpg?1762073045,-0.06337927221563303,0.0,-0.3493453765366346,29929000795,125040747,1.001,1.001,-0.000145486012850249,-0.01453,0.0,0.0,0.0,29900000000.0,29900000000.0,1.004,-0.25535,2025-11-18T13:31:02.151Z,0.95904,4.37811,2026-02-24T20:43:34.231Z,,2026-03-09T13:15:44.985Z,0.006005289885217287,-0.014533383239090472,0.04418057774571058,0.7354250522657468,,73.54250522657468,1,-0.47181724817104287,125040747.0,1,0.8383161900615073,-5.91994973547635,1,1.0
sign-global,sign,Sign,https://coin-images.coingecko.com/coins/images/55303/large/sign.jpg?1745303393,-0.06337929150903153,89350428.0,-0.06741615077994731,544819680,117875648,0.057874,0.050536,0.00200473,3.85425,2752436.0,3.17841,1640000000.0,10000000000.0,10000000000.0,0.13111,-58.44711,2025-09-24T00:35:51.888Z,0.02072812,162.83227,2026-02-27T21:20:40.722Z,,2026-03-09T13:16:44.889Z,-1.2928963866700889,3.8542527572633074,109.48949826097983,0.7354250522657468,,73.54250522657468,1,0.24592902530364633,1.3192510581006835,0,0.7954812010770517,-0.1951845732833238,0,0.050105046
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,-0.0633792926094609,3166512597.0,-0.7911747601851745,3167891217,105786326,5.42e-06,5.26e-06,7.8624e-08,1.48048,25626942.0,0.81591,589243732058649.4,589500273977933.2,1000000000.0,8.616e-05,-93.74484,2021-10-28T03:54:55.568Z,5.6366e-11,9561221.02616,2020-11-28T11:26:25.838Z,,2026-03-09T13:16:52.121Z,0.3882730640151416,1.4804763607093536,-1.4023693217479487,0.7354250522657468,,73.54250522657468,1,-0.32148720151646604,0.03340783361064651,0,0.7169322180230827,0.9204395640985823,0,0.00034681696
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,-0.06337928512536231,1065038738.0,-0.7042115164194301,3660658043,98759894,0.371935,0.359392,-0.004585430256693224,-1.23286,-15135243.445768476,-1.40119,2909418814.477163,10000000000.0,10000000000.0,11.74,-96.88488,2024-03-10T00:10:42.330Z,0.31803,14.99968,2026-02-06T00:21:31.252Z,,2026-03-09T13:16:52.285Z,0.6131763276201837,-1.2328591932131003,-4.373769166562783,0.7354250522657468,,73.54250522657468,1,-0.299302143152297,0.09272892185379934,0,0.6670412884520042,0.5797256303795679,0,0.00066880626
aster-2,aster,Aster,https://coin-images.coingecko.com/coins/images/69040/large/_ASTER.png?1757326782,-0.0633792782537666,1729222595.0,-0.7490957712662659,5508007647,98053592,0.704706,0.679894,0.02392963,3.51545,56591379.0,3.38337,2455859719.12999,7822529124.728813,8000000000.0,2.41,-70.74695,2025-09-24T11:18:14.634Z,0.099713,606.65356,2025-09-17T12:05:36.771Z,,2026-03-09T13:16:52.119Z,0.320723022614157,3.5154481982983072,0.44165217617763874,0.7354250522657468,,73.54250522657468,1,-0.2914263276856791,0.05670385769120496,0,0.6618312042624012,0.7312745418242935,0,6.774938e-05
chiliz,chz,Chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,-0.06337929183172128,391805521.0,-0.561142954095141,391805521,92399981,0.03846571,0.03586666,0.00231269,6.44804,22098130.0,5.97719,10319016077.0,10319016077.0,1000000000.0,0.878633,-95.68905,2021-03-13T08:04:21.200Z,0.00410887,821.84399,2019-09-28T00:00:00.000Z,,2026-03-09T13:16:53.176Z,1.5982220807935994,6.44803554127102,13.89658375937579,0.7354250522657468,usd,73.54250522657468,1,-0.11362366797678286,0.2358312372126292,0,0.6187218310821889,0.2670346705901343,0,9.1995156e-05
plume,plume,Plume,https://coin-images.coingecko.com/coins/images/53623/large/plume-token.png?1736896935,-0.06337929233547783,68734880.0,0.12334193231910481,134212966,90006610,0.01461689,0.0127454,0.00070797,5.55467,3634760.0,5.58334,5121329365.0,10000000000.0,10000000000.0,0.247537,-94.57876,2025-03-19T22:25:55.148Z,0.00854877,56.97638,2026-02-28T10:16:31.882Z,,2026-03-09T13:16:45.682Z,1.3339430863429333,5.554674071090619,48.34142330240488,0.7354250522657468,,73.54250522657468,1,0.2540013935837415,1.309475024769447,0,0.5996715355840067,-0.2772062323855109,0,0.0035854022
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,-0.06337923210008527,688653410.0,-0.6424956660050309,2961965342,89464622,3.07,2.95,-0.09829190825540923,-3.20367,-25900274.887058377,-3.62468,232498807.465716,1000000000.0,1000000000.0,73.43,-95.96959,2025-01-19T11:50:34.806Z,2.95,0.41365,2026-03-08T05:01:38.316Z,,2026-03-09T13:16:52.432Z,0.2615831538258323,-3.2036713484135007,-13.262440516933848,0.7354250522657468,,73.54250522657468,1,-0.2707444409214763,0.1299124066924864,0,0.5952872035043716,0.44338362664320785,0,3.8896775e-05
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,-0.06337929067375615,4103091975.0,-0.8052010898248106,4737607130,88560978,0.096417,0.093359,9.123e-05,0.09611,-19222091.317187786,-0.46629,43303421564.84543,50000000000.0,50000000000.0,0.569229,-83.34128,2021-09-15T10:40:28.318Z,0.00986111,861.61827,2020-01-02T17:30:24.852Z,,2026-03-09T13:16:51.964Z,0.39318386682435397,0.09611217704613759,-2.038144051232969,0.7354250522657468,,73.54250522657468,1,-0.30990660550271626,0.021583961197559075,0,0.5879179086243466,1.001460841617036,0,1.42337185e-05
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,-0.06337928953693166,4956690938.0,-0.8220326853923741,7511900006,88468425,0.151398,0.147366,0.00161459,1.08216,14120195.0,0.28569,32993437576.61051,50001786883.65895,1000000000.0,0.875563,-82.84198,2018-01-03T00:00:00.000Z,0.00047612,31452.59152,2015-03-05T00:00:00.000Z,,2026-03-09T13:16:52.903Z,0.7678720504780507,1.082160913189178,-1.5844325081869997,0.7354250522657468,,73.54250522657468,1,-0.33657345702458175,0.017848283479592594,0,0.5871588900057566,1.060558612999511,0,1.0183203e-05
